temperature_F,vibration_mm_s,pressure_PSI,runtime_hours,humidity_%,failure
79.9671415301123,3.92617754753164,36.99677718293,2389.18053808332,33.2482172502562,0
73.6173569882882,4.90941664047013,34.6231684145638,1724.40714183573,38.5548132928448,0
81.4768853810069,1.60143242618086,30.2981518496009,1590.90055828885,32.0758007900004,0
90.2302985640803,3.56296923669057,26.7653161114721,1998.31277129452,36.9203847036096,1
72.6584662527666,2.34935743087817,33.491116568068,1914.90768873754,21.0638533304621,0
72.6586304305082,2.5128746162353,31.9674269271087,1773.38597533636,42.1329370737294,0
90.7921281550739,2.40760607576113,34.4759661001387,2348.19372372836,40.0120547536222,1
82.6743472915291,2.13600923032018,33.1758590084098,2477.65260428526,31.8291136893181,1
70.3052561406505,3.04852162794483,35.2477635765967,2044.20344314592,46.5924566843241,1
80.4256004358597,2.16904988358896,27.3238239421972,2738.76504052763,49.3757013762656,1
70.3658230718754,3.27045682577984,36.5869703281716,1429.15544293325,23.9244013563103,1
70.3427024642974,2.94976189055086,30.987998023462,1903.17027036014,32.3727522143379,0
77.4196227156603,2.76105195313359,40.3763043631263,1641.5888396986,32.308576502127,0
55.867197553422,2.0924363379584,26.5540609095522,1066.73169146347,30.6009689889114,1
57.7508216748697,2.42322866943167,38.6798190158263,1958.65965707865,48.2947484193175,0
69.3771247075903,3.75539122582576,30.9895539173132,1939.12624580836,38.061738612272,1
64.8716887966558,3.50091718762438,26.7429099819278,2756.72487162107,37.3548515868939,1
78.1424733259527,2.02244475520145,27.5805708297284,2315.40584227739,19.9613763559325,1
65.9197592447879,3.09933230542923,28.3982634590284,1487.9065878354,46.3541803020923,1
60.8769629866471,3.75138712337179,32.1208297320096,2927.04628316709,27.6074160514653,0
89.6564876892155,1.33059471887863,32.6141774401775,2610.51684776268,40.5993263026633,1
72.7422369951347,3.54336019237994,27.1314999803071,2291.04885173431,42.7737693795819,1
75.6752820468792,2.33737624105415,29.8782270386951,1886.75795057508,53.6065859583865,1
60.7525181378654,3.57059866859316,40.7113517930593,1520.28038163826,26.9117960088089,0
69.5561727547482,2.23674084345748,38.6377158505036,1813.89661196447,9.80487844179175,0
76.1092258970987,1.19511789933548,32.1816183483702,2544.37430985209,41.838495447537,0
63.490064225777,1.37245756211684,30.190017390841,2942.2931529673,58.0051118151085,0
78.7569801834567,3.04808494666138,30.6001566335913,2771.62176413609,52.3894635293944,0
68.993613100812,3.25972250172148,33.0675898636521,1755.57528910686,42.0965941527463,0
72.0830625020672,2.09568337489559,24.886037174008,1440.19128335549,35.0836381436795,1
68.982933877706,3.63859245877737,28.7131173128833,2070.4431234556,48.0712259663731,1
93.5227818450894,1.33847993773104,21.6570796306121,1115.78031721857,30.2645380029553,0
74.8650277526207,2.93392020135268,31.9961156130264,2161.58385709239,44.7635776935622,1
64.422890710441,1.78898380023754,33.2359796985137,1926.19870685067,45.0547015916663,1
83.2254491210319,2.34816389219784,27.5840676885031,1766.98174906588,50.6020990749888,0
62.7915635002898,3.04739867131641,37.8699338164502,1202.6484663666,67.5966003891108,1
77.0886359500476,2.13958663471605,23.8711716849883,2256.80005328486,43.9241596717877,1
55.4032987612022,2.61544445577017,22.6781255989509,1733.64958016904,34.910363742925,0
61.7181395110157,4.00629280921444,31.1222590927999,1415.04158214486,39.7442568780801,0
76.9686123586912,2.42310813047685,35.2354915130608,563.868893359175,22.3092409511088,0
82.3846657999541,3.83569211206514,38.4196384572893,1986.24254747468,33.0528686891094,0
76.7136828118997,1.87029314534238,27.7055786856553,2886.12579833487,35.907175618869,0
73.8435171761176,3.52980417791528,35.3934041671565,2830.62960727394,34.7591160206541,1
71.9889630441071,4.4415686206579,29.8074576524965,1771.45187170686,41.5235487203372,1
60.2147800963257,0.528355499872711,29.1368635002959,1698.89396981911,31.775800676178,0
67.8015579160529,2.20310474452952,34.4182996874334,2234.38712803751,51.2103066732447,1
70.3936122904021,3.57707212718054,33.2616143920671,1500.80728040585,40.002070649182,0
85.5712222621892,2.79695461395701,22.1180392150788,2150.89594990973,39.9069967886139,0
78.4361828956846,3.37114587337131,37.3827017486295,2383.04013919235,36.7210528348708,1
57.3695984463727,2.39601481328418,36.9004567707373,2613.46661194215,41.5519068385898,1
78.240839693948,3.0865897874729,26.8721864924524,1949.92296176002,48.2509826466764,1
71.1491771958368,2.84432276460792,31.979017667187,1898.16312491152,31.328697842891,1
68.2307799969404,4.16778206165981,32.4701509314137,1561.00870662172,33.4188351092474,0
81.1167628884087,3.25442084330121,31.3033688291195,1586.55982298007,36.9627397122334,1
85.3099952249595,3.3376026620752,27.2484742307729,1886.76055404924,26.5412907652679,1
84.312801191162,2.58812303387753,26.6418831603097,2183.68275340809,31.807421402785,1
66.6078247677736,2.51239377592751,29.8722296450428,2456.79231311663,35.2377912645534,1
71.9078762414879,2.56744181218038,35.8636450962968,1598.41052465983,48.7438918071273,0
78.3126343140356,3.3944521423783,32.7180007729722,2746.34428447976,42.6256132900193,1
84.7554512712236,2.57901551917974,28.1469283395695,1864.43819947872,41.9358991136755,1
70.2082576215471,3.28977485689641,33.8584935532417,1989.31635282578,48.5089796216797,0
73.1434102333618,5.07540079864544,15.7572868968496,1626.39416042609,38.626282116006,0
63.9366502599397,3.87112470343169,35.7438285018605,787.879869863529,43.9046484992889,0
63.0379337591933,2.67397646783216,21.3014311061095,2442.02269818053,38.967782470675,1
83.125258223942,4.20121392216394,28.1877952929843,2368.42194854622,42.6536234939963,1
88.5624002857082,2.59192462697845,24.4016505268693,1859.33622144089,34.1724134238842,1
74.2798987841967,0.961875464822146,23.5265926213955,2033.49535861244,15.6118284172357,1
85.0353289789202,1.9919136890826,35.8041339368926,2257.96960885205,38.657208378137,1
78.6163602504764,1.12920807897414,27.6614939934405,1218.72707155673,54.2274813609994,0
68.5488024539488,2.64848651595869,31.7325194086536,1735.47366132685,49.2621540224159,0
78.6139560550842,3.01841837918955,29.7653971056041,2397.13233981091,49.6539748459117,0
90.3803656646597,4.67643731227528,32.3852041361156,1372.85528841538,52.3613072180622,0
74.6417396089005,3.32692737376416,30.3841094553013,2146.77896608331,40.8865759096144,1
90.6464365581401,2.78089947119114,23.5850388790572,1321.7090976883,41.973157074056,0
48.8025489591026,3.82940558118349,34.9813340972357,2233.21499121676,33.8234810456565,0
83.2190250437522,0.788864690992115,27.5312170841934,1982.17925885126,36.8392714397295,0
75.8704706823817,3.23561455810857,22.2170905067012,1192.43409204725,46.1577114977114,0
72.0099264953413,3.77086519388697,27.8594241951704,2582.36967722859,52.0388443716882,1
75.917607765355,1.52141375422016,37.5037989531716,1632.70421160098,38.60553724319,1
55.1243108539911,4.14375404320693,34.2511087105675,1594.87378149281,35.4981073514859,1
72.8032811216249,3.33849640749441,28.2567393279607,2100.28459861547,40.005279588566,1
78.5711257151175,2.5847120860992,28.2537114784079,2574.31867471436,46.0120674892912,0
89.7789404474152,3.63278186610629,28.3918247439131,1492.0890905108,25.5614518386646,0
69.8172978172635,5.2706928578044,40.3837399178042,2030.83992492399,17.0381904686276,1
